노선명,역명,승차총승객수,하차총승객수
6호선,구산,8547,6564
6호선,독바위,2986,3084
6호선,불광,4626,4463
6호선,역촌,4227,5038
6호선,응암,18550,18518
5호선,하남검단산,6482,6107
5호선,하남시청(덕풍·신장),8064,7896
5호선,하남풍산,4613,4621
5호선,미사,17956,18084
5호선,강일,6194,5686
5호선,마천,8191,7425
5호선,거여,11063,10807
5호선,개롱,7217,7539
5호선,오금,4191,4208
5호선,방이,7806,8103
5호선,올림픽공원(한국체대),5012,4292
5호선,둔촌동,9147,9302
5호선,상일동,15486,14991
5호선,고덕,11150,10964
5호선,명일,9394,9712
5호선,굽은다리(강동구민회관앞),9949,9755
5호선,길동,8489,8789
5호선,강동,19273,18837
5호선,천호(풍납토성),18291,18237
5호선,광나루(장신대),14073,13016
5호선,아차산(어린이대공원후문),14406,14257
5호선,군자(능동),11720,13031
5호선,장한평,20109,20182
5호선,답십리,17133,15732
5호선,마장,6394,5968
5호선,왕십리(성동구청),4599,5148
5호선,행당,8802,7953
5호선,신금호,6969,7551
5호선,청구,4300,3972
5호선,동대문역사문화공원(DDP),3594,4046
5호선,을지로4가,7053,7177
5호선,종로3가,13411,13001
5호선,광화문(세종문화회관),34961,36130
5호선,서대문,23604,23719
5호선,충정로(경기대입구),5436,5515
5호선,애오개,7546,7387
5호선,공덕,16132,16632
5호선,마포,16252,16290
5호선,여의나루,11022,13338
5호선,여의도,32842,34204
5호선,신길,5075,5456
5호선,영등포시장,11456,11621
5호선,영등포구청,4849,5025
5호선,양평,8416,8402
5호선,오목교(목동운동장앞),21667,22870
5호선,목동,17459,19147
5호선,신정(은행정),14625,12182
5호선,까치산,29770,28806
5호선,화곡,30558,28689
5호선,우장산,15936,15661
5호선,발산,23711,23898
5호선,마곡,13076,13173
5호선,송정,6684,6366
5호선,김포공항,8641,6832
5호선,개화산,6370,6088
5호선,방화,7318,7057
4호선,남태령,1292,1158
4호선,사당,26079,22513
4호선,총신대입구(이수),19385,20958
4호선,동작(현충원),1115,1255
4호선,이촌(국립중앙박물관),7686,8677
4호선,신용산,19778,20857
4호선,삼각지,5705,6223
4호선,숙대입구(갈월),16303,15831
4호선,서울역,13274,20851
4호선,회현(남대문시장),28351,28929
4호선,명동,33797,35939
4호선,충무로,35399,35923
4호선,동대문역사문화공원(DDP),18608,16590
4호선,동대문,21418,21705
4호선,혜화,34232,34407
4호선,한성대입구(삼선교),15041,14645
4호선,성신여대입구(돈암),22700,21861
4호선,길음,23205,24055
4호선,미아사거리,27171,26584
4호선,미아(서울사이버대학),16548,16336
4호선,수유(강북구청),34992,35416
4호선,쌍문,30141,28327
4호선,창동,26000,27560
4호선,노원,18783,21398
4호선,상계,20704,19329
4호선,당고개,10120,8655
3호선,오금,7442,6478
3호선,경찰병원,8350,8358
3호선,가락시장,9738,9449
3호선,수서,19548,19980
3호선,일원,12458,12116
3호선,대청,11804,11103
3호선,학여울,2063,2013
3호선,대치,12758,13023
3호선,도곡,5564,5482
3호선,매봉,13794,13333
3호선,양재(서초구청),40190,43973
3호선,남부터미널(예술의전당),30522,31311
3호선,교대(법원.검찰청),17689,11070
3호선,고속터미널,43727,40907
3호선,잠원,5485,5257
3호선,신사,29333,29986
3호선,압구정,32166,34556
3호선,옥수,9042,9445
3호선,금호,8615,7976
3호선,약수,13980,13558
3호선,동대입구,11903,13007
3호선,충무로,2,0
3호선,종로3가,11271,12634
3호선,안국,26563,26347
3호선,경복궁(정부서울청사),25630,26107
3호선,독립문,7272,7392
3호선,무악재,4708,4711
3호선,홍제,19347,18851
3호선,녹번,17127,15611
3호선,불광,17027,17950
3호선,연신내,35385,33774
3호선,구파발,22520,21562
3호선,지축,7213,7332
2호선,용두(동대문구청),2483,2490
2호선,신정네거리,10866,11336
2호선,양천구청,7375,7911
2호선,도림천,1400,1465
2호선,신설동,3918,3859
2호선,신답,1779,2072
2호선,용답,3206,3353
2호선,충정로(경기대입구),11268,11922
2호선,아현,11404,10830
2호선,이대,18761,21448
2호선,신촌,38976,39877
2호선,홍대입구,60804,62686
2호선,합정,30024,31683
2호선,영등포구청,23527,23896
2호선,문래,24157,24286
2호선,신도림,49891,48188
2호선,대림(구로구청),25066,25621
2호선,구로디지털단지,61238,60847
2호선,신대방,26266,25668
2호선,신림,55415,52948
2호선,봉천,25259,24094
2호선,서울대입구(관악구청),47989,46593
2호선,낙성대(강감찬),28075,28154
2호선,사당,38055,41495
2호선,방배,19312,20077
2호선,서초,23703,23140
2호선,교대(법원.검찰청),33543,39719
2호선,강남,81763,78311
2호선,역삼,59007,65908
2호선,선릉,62052,55108
2호선,삼성(무역센터),56575,57496
2호선,종합운동장,7285,8222
2호선,잠실새내,23893,23185
2호선,잠실(송파구청),71188,72459
2호선,잠실나루,16517,16330
2호선,강변(동서울터미널),30795,29530
2호선,구의(광진구청),25625,25447
2호선,건대입구,34427,35690
2호선,성수,41377,44929
2호선,뚝섬,24056,25772
2호선,한양대,15711,17564
2호선,왕십리(성동구청),16177,13566
2호선,상왕십리,15364,15324
2호선,신당,14632,15037
2호선,동대문역사문화공원(DDP),13914,15882
2호선,을지로4가,15309,15226
2호선,을지로3가,26714,26429
2호선,을지로입구,48810,50940
2호선,시청,28621,27095
1호선,동묘앞,7229,7496
1호선,청량리(서울시립대입구),21326,20691
1호선,제기동,15972,16270
1호선,신설동,14673,14333
1호선,동대문,11038,10632
1호선,종로5가,26045,24881
1호선,종로3가,24158,22308
1호선,종각,42440,41651
1호선,시청,27985,27420
1호선,서울역,56988,52844
우이신설선,북한산보국문,6607,6613
우이신설선,솔샘,6431,6278
우이신설선,삼양사거리,2570,2679
우이신설선,삼양,2089,2287
우이신설선,화계,3668,3556
우이신설선,가오리,4596,4711
우이신설선,4.19민주묘지,3969,4081
우이신설선,솔밭공원,2706,2557
우이신설선,북한산우이,2746,2395
안산선,수리산,4322,3564
안산선,오이도,8215,7974
장항선,신창(순천향대),2621,3451
장항선,온양온천,4356,4358
장항선,배방,1214,1188
장항선,탕정,1572,1427
장항선,아산,4804,3912
장항선,쌍용(나사렛대),2987,3037
장항선,봉명,1493,1435
일산선,대화,14113,10481
일산선,주엽,9934,10091
일산선,정발산,6158,6322
일산선,마두,7998,8214
일산선,백석,10164,10070
일산선,대곡,2980,2169
일산선,화정,17577,17865
일산선,원당,11443,10783
일산선,삼송,20101,19430
일산선,원흥,12057,11512
우이신설선,신설동,2525,2321
우이신설선,보문,1707,1729
우이신설선,성신여대입구(돈암),3765,4079
우이신설선,정릉,5066,4814
수인선,고색,5810,5423
수인선,오목천,5097,4562
우이신설선,보문,1815,1841
2호선,용답,3320,3395
일산선,원당,12472,11925
일산선,삼송,21139,20596
일산선,원흥,12710,12134
우이신설선,신설동,2706,2486
우이신설선,성신여대입구(돈암),3871,4259
우이신설선,정릉,5462,5204
우이신설선,북한산보국문,7267,7007
우이신설선,솔샘,6835,6384
우이신설선,삼양사거리,2830,2899
우이신설선,삼양,2273,2350
우이신설선,화계,3919,3809
우이신설선,가오리,4945,4850
우이신설선,4.19민주묘지,4490,4351
우이신설선,솔밭공원,2964,2747
우이신설선,북한산우이,3474,3062
안산선,수리산,4656,3916
안산선,오이도,8891,8666
안산선,정왕,11330,11611
안산선,신길온천,2157,1902
일산선,마두,8481,8735
일산선,백석,10915,10982
일산선,대곡,3301,2419
일산선,화정,18830,19198
5호선,서대문,24163,24371
6호선,녹사평(용산구청),5351,5245
8호선,모란,4867,3702
1호선,서울역,56566,53233
1호선,시청,31832,31055
1호선,종각,44327,43375
1호선,종로3가,27129,24561
1호선,종로5가,27087,26031
1호선,동대문,11783,11316
1호선,신설동,15126,14867
1호선,제기동,18225,18509
1호선,청량리(서울시립대입구),23265,22846
1호선,동묘앞,9108,9394
2호선,시청,31457,30050
2호선,을지로입구,54756,56322
2호선,을지로3가,27921,27414
2호선,을지로4가,15903,15982
2호선,동대문역사문화공원(DDP),14985,16925
2호선,신당,15913,16310
2호선,상왕십리,16188,15971
2호선,왕십리(성동구청),16923,14548
2호선,한양대,16839,18690
2호선,뚝섬,25733,27332
2호선,성수,44297,48070
2호선,건대입구,37237,39447
2호선,구의(광진구청),27207,26853
2호선,강변(동서울터미널),31437,29454
2호선,잠실나루,18138,17812
2호선,잠실(송파구청),80630,81232
2호선,잠실새내,25656,25462
2호선,종합운동장,21181,25445
2호선,삼성(무역센터),60028,60374
2호선,선릉,66295,58043
2호선,역삼,61598,69435
2호선,강남,86310,83282
2호선,교대(법원.검찰청),35358,42038
2호선,서초,25195,24293
2호선,방배,21192,21825
2호선,사당,42090,46067
2호선,낙성대(강감찬),29824,29461
2호선,서울대입구(관악구청),50909,49620
2호선,봉천,26619,24959
2호선,신림,58160,55673
2호선,신대방,27642,26894
2호선,구로디지털단지,63702,63128
2호선,대림(구로구청),26150,26952
2호선,신도림,53138,51808
2호선,문래,24994,25442
2호선,영등포구청,24282,24724
2호선,당산,20208,23849
2호선,합정,33015,34992
2호선,홍대입구,65319,68758
2호선,신촌,42259,43074
2호선,이대,20015,22174
2호선,아현,12318,11645
2호선,충정로(경기대입구),11684,12435
2호선,신답,1816,2051
2호선,신설동,3606,3490
2호선,도림천,1380,1495
2호선,양천구청,7779,8323
2호선,신정네거리,11527,11970
2호선,용두(동대문구청),2751,2761
3호선,지축,7800,7876
3호선,구파발,24392,23353
3호선,연신내,37652,35734
3호선,불광,18128,19312
3호선,녹번,17845,16425
3호선,홍제,20457,19706
3호선,무악재,4983,4959
3호선,독립문,8044,8414
3호선,경복궁(정부서울청사),26637,26320
3호선,안국,29570,30669
3호선,종로3가,11617,13056
3호선,을지로3가,13163,13457
3호선,충무로,2,0
3호선,동대입구,13046,14729
3호선,약수,14275,13975
3호선,금호,8969,8526
3호선,옥수,9733,9908
3호선,압구정,34758,37358
3호선,신사,30887,32031
3호선,잠원,5722,5532
3호선,고속터미널,44043,40421
3호선,교대(법원.검찰청),18741,11503
3호선,남부터미널(예술의전당),31647,32331
3호선,양재(서초구청),42174,45793
3호선,매봉,14474,13765
3호선,도곡,5706,5475
3호선,대치,13173,13343
3호선,학여울,2239,2222
3호선,대청,12320,11526
3호선,일원,13658,13118
3호선,수서,19917,20273
3호선,가락시장,10355,10131
3호선,경찰병원,8504,8532
3호선,오금,7497,6668
4호선,당고개,10461,9130
4호선,상계,21614,20100
4호선,노원,20762,23945
4호선,창동,27632,29331
4호선,쌍문,31984,30077
4호선,수유(강북구청),37270,37284
4호선,미아(서울사이버대학),17410,16988
4호선,미아사거리,29063,28885
4호선,길음,25133,25276
4호선,성신여대입구(돈암),24447,23228
4호선,한성대입구(삼선교),16560,16152
4호선,혜화,39737,39718
4호선,동대문,22022,22948
4호선,동대문역사문화공원(DDP),19253,17126
4호선,충무로,36307,37090
4호선,명동,35351,37619
4호선,회현(남대문시장),30550,31261
4호선,서울역,14200,21376
4호선,숙대입구(갈월),17502,16752
4호선,삼각지,6479,7120
4호선,신용산,20465,21633
4호선,이촌(국립중앙박물관),8609,9638
4호선,동작(현충원),1489,1685
4호선,총신대입구(이수),20962,22655
4호선,사당,28521,24849
4호선,남태령,1355,1186
5호선,방화,7647,7348
5호선,개화산,6599,6171
5호선,김포공항,9591,7420
5호선,송정,6885,6586
5호선,마곡,13456,13518
5호선,발산,24513,25096
5호선,우장산,16405,16360
5호선,화곡,31927,29787
5호선,까치산,31020,30104
5호선,신정(은행정),15020,12604
5호선,목동,18716,20005
5호선,오목교(목동운동장앞),23051,24666
5호선,양평,8694,8432
5호선,영등포구청,5263,5295
5호선,영등포시장,11878,12164
5호선,신길,5185,5404
5호선,여의도,33034,34695
5호선,여의나루,12243,13908
5호선,마포,16632,16886
5호선,공덕,16612,17346
5호선,애오개,7625,7637
5호선,충정로(경기대입구),5370,5630
5호선,광화문(세종문화회관),36797,38647
5호선,종로3가,14865,14502
5호선,을지로4가,7339,7573
5호선,동대문역사문화공원(DDP),3579,4223
5호선,청구,4361,3942
5호선,신금호,7315,7750
5호선,행당,9101,8055
5호선,왕십리(성동구청),4858,5477
5호선,마장,6579,6309
5호선,답십리,18135,16479
5호선,장한평,21158,20956
5호선,군자(능동),12498,13671
5호선,아차산(어린이대공원후문),15965,15430
5호선,광나루(장신대),15617,14611
5호선,천호(풍납토성),19720,19734
5호선,강동,20053,19520
5호선,길동,8675,9086
5호선,굽은다리(강동구민회관앞),10322,9884
5호선,명일,9920,10240
5호선,고덕,11816,11409
5호선,상일동,16238,15410
5호선,둔촌동,9671,9644
5호선,올림픽공원(한국체대),5636,4808
5호선,방이,8116,8389
5호선,오금,4265,4249
5호선,개롱,7332,7652
5호선,거여,11550,11238
5호선,마천,8595,7818
5호선,강일,6512,6110
5호선,미사,18952,19223
5호선,하남풍산,4826,4827
5호선,하남시청(덕풍·신장),8628,8412
5호선,하남검단산,6849,6427
6호선,응암,19398,19197
6호선,역촌,4216,5179
6호선,불광,4770,4807
6호선,독바위,3030,3227
6호선,연신내,1,0
6호선,구산,8907,6792
6호선,새절(신사),14729,13703
6호선,증산(명지대앞),11174,11171
6호선,디지털미디어시티,17022,18794
6호선,월드컵경기장(성산),5164,5365
6호선,마포구청,16513,14695
6호선,망원,15060,15993
6호선,합정,14052,13851
6호선,상수,10872,12058
6호선,광흥창(서강),10907,10482
6호선,대흥(서강대앞),10981,11449
6호선,공덕,21844,21228
6호선,효창공원앞,8792,8198
6호선,삼각지,8065,7191
6호선,이태원,11205,11469
6호선,한강진,9638,11146
6호선,버티고개,2495,2466
6호선,약수,4181,4064
6호선,청구,4309,4451
6호선,신당,9471,9920
6호선,동묘앞,8496,8760
6호선,창신,4121,3628
6호선,보문,8834,8371
6호선,안암(고대병원앞),16372,16642
6호선,고려대(종암),10761,10572
6호선,월곡(동덕여대),14598,14243
6호선,상월곡(한국과학기술연구원),7730,7320
6호선,돌곶이,11165,10286
6호선,석계,14088,14777
6호선,태릉입구,6277,7263
6호선,화랑대(서울여대입구),14698,11493
6호선,봉화산(서울의료원),10203,9547
7호선,장암,2997,1183
7호선,도봉산,10695,12230
7호선,수락산,13967,13691
7호선,마들,14839,13784
7호선,노원,21884,22552
7호선,중계,17027,15822
7호선,하계,20437,19388
7호선,공릉(서울과학기술대),13924,13756
7호선,태릉입구,10334,9726
7호선,먹골,11300,11255
7호선,중화,11854,11711
7호선,상봉(시외버스터미널),18631,17619
7호선,면목,17670,17283
7호선,사가정,18134,18424
7호선,용마산(용마폭포공원),6424,6278
7호선,중곡,12431,11791
7호선,군자(능동),16701,13254
7호선,어린이대공원(세종대),19716,20344
7호선,건대입구,15095,15368
7호선,뚝섬유원지,8327,8258
7호선,청담,21892,24079
7호선,강남구청,18792,20723
7호선,학동,27441,28793
7호선,논현,20379,20858
7호선,반포,6796,6697
7호선,고속터미널,16907,15119
7호선,내방,16980,17260
7호선,이수,17341,17024
7호선,남성,13028,12270
7호선,숭실대입구(살피재),17900,18106
7호선,상도,14139,14061
7호선,장승배기,10488,10260
7호선,신대방삼거리,16623,16041
7호선,보라매,7448,7605
7호선,신풍,12438,11733
7호선,대림(구로구청),9314,9247
7호선,남구로,17067,17878
7호선,가산디지털단지,51922,51875
7호선,철산,23568,24017
7호선,광명사거리,22102,21786
7호선,천왕,13145,12580
7호선,온수(성공회대입구),12282,11404
8호선,암사,20671,18312
8호선,천호(풍납토성),15962,18291
8호선,강동구청,11953,12406
8호선,몽촌토성(평화의문),7394,7418
8호선,잠실(송파구청),16231,19263
8호선,석촌,8790,9891
8호선,송파,10342,10210
8호선,가락시장,9008,9829
8호선,문정,24585,25735
8호선,장지,19166,17509
8호선,복정,11017,9204
8호선,산성,5924,6148
8호선,남한산성입구(성남법원.검찰청),16417,15142
8호선,단대오거리,13705,13132
8호선,신흥,5230,5715
8호선,수진,5762,5356
8호선,남위례,7880,7856
9호선,개화,3295,2187
9호선,김포공항,7332,9749
9호선,공항시장,3238,3546
9호선,신방화,7631,7520
9호선,마곡나루(서울식물원),14889,14683
9호선,양천향교,11374,11723
9호선,가양,24810,24202
9호선,증미,9200,8832
9호선,등촌,13608,12961
9호선,염창,20032,19526
9호선,신목동,5001,4303
9호선,선유도,10339,9816
9호선,당산,21303,21467
9호선,국회의사당,21309,21803
9호선,여의도,33539,32116
9호선,샛강,7330,7435
9호선,노량진,28275,27675
9호선,노들,5264,4256
9호선,흑석(중앙대입구),11402,11707
9호선,동작(현충원),1950,1557
9호선,구반포,1180,1243
9호선,신반포,4503,4419
9호선,고속터미널,14465,19090
9호선,사평,4387,4244
9호선,신논현,32428,31711
9호선2~3단계,언주,13144,13302
9호선2~3단계,선정릉,11575,12428
9호선2~3단계,삼성중앙,9039,9261
9호선2~3단계,봉은사,21981,22208
9호선2~3단계,종합운동장,5253,5540
9호선2~3단계,삼전,8500,8040
9호선2~3단계,석촌고분,7755,7504
9호선2~3단계,석촌,10016,9180
9호선2~3단계,송파나루,5754,6077
9호선2~3단계,한성백제,3143,2873
9호선2~3단계,올림픽공원(한국체대),7555,8165
9호선2~3단계,둔촌오륜,1218,1208
9호선2~3단계,중앙보훈병원,14006,12432
경강선,판교,6754,6532
경강선,이매,1393,1268
경강선,삼동,2825,2582
경강선,경기광주,9131,8367
경강선,초월,3828,3724
경강선,곤지암,2949,2850
경강선,신둔도예촌,1678,1657
경강선,이천,2772,2929
경강선,부발,2373,2313
경강선,세종대왕릉,349,355
경강선,여주,2913,2983
경부선,서울역,7869,2592
경부선,남영,11443,12254
경부선,용산,38500,39468
경부선,노량진,9018,9265
경부선,대방,11920,12977
경부선,영등포,40303,41509
경부선,신도림,4137,4386
경부선,신길,9971,8470
경부선,구로,19552,19872
경부선,가산디지털단지,19845,22588
경부선,금천구청,12884,12909
경부선,석수,10281,9370
경부선,관악,8353,7991
경부선,안양,27775,27767
경부선,명학,11329,11207
경부선,금정,31271,31753
경부선,군포,8198,8066
경부선,의왕,10439,10383
경부선,성균관대,17517,17190
경부선,화서,9894,9503
경부선,수원,38214,40391
경부선,독산,20636,21315
경부선,세류,3494,3207
경부선,병점,17982,18034
경부선,세마,3482,3258
경부선,오산대,4597,4195
경부선,오산,11131,11193
경부선,진위,1997,1892
경부선,송탄,4617,4541
경부선,서정리,9507,8916
경부선,평택지제,4734,4601
경부선,평택,13664,13637
경부선,성환,7313,7209
경부선,직산,988,1003
경부선,두정,8935,10023
경부선,천안,7884,6939
경부선,당정,7491,7061
경부선,서동탄,1611,1296
경부선,광명,3883,3328
경원선,이촌(국립중앙박물관),4426,3481
경원선,서빙고,2482,2385
경원선,한남,4620,4310
경원선,옥수,52,31
경원선,응봉,2147,1898
경원선,왕십리(성동구청),17516,17538
경원선,청량리(서울시립대입구),16992,18241
경원선,외대앞,11652,11558
경원선,신이문,9248,8579
경원선,석계,8590,9769
경원선,광운대,10117,9781
경원선,월계,8901,8278
경원선,녹천,5063,4253
경원선,창동,1,0
경원선,방학,10855,10741
경원선,도봉,6440,6232
경원선,도봉산,8134,5237
경원선,망월사,10343,10503
경원선,회룡,14233,14015
경원선,의정부,18905,19574
경원선,가능,7269,6996
경원선,녹양,4754,4501
경원선,양주,8232,7880
경원선,덕계,5542,5032
경원선,덕정,7144,6911
경원선,지행,6874,6980
경원선,동두천중앙,3286,3136
경원선,보산,1521,1446
경원선,동두천,2710,2950
경원선,소요산,2618,2260
경의선,서울역,5505,6820
경의선,신촌,1205,1572
경의선,효창공원앞,3844,4154
경의선,공덕,4407,3737
경의선,서강대,2707,2601
경의선,홍대입구,1974,2390
경의선,가좌,6815,6508
경의선,디지털미디어시티,3164,2904
경의선,수색,3882,3933
경의선,화전,3535,3530
경의선,강매,3827,3323
경의선,행신,9078,9077
경의선,능곡,5532,5051
경의선,곡산,755,800
경의선,백마,8344,8051
경의선,풍산,6547,6200
경의선,일산,12035,11810
경의선,탄현,9002,8408
경의선,야당,9089,9088
경의선,운정,8278,7765
경의선,금릉,6007,5745
경의선,금촌,6886,6833
경의선,월롱,2665,2408
경의선,파주,1790,1369
경의선,문산,5453,5318
경의선,임진강,14,8
경의선,운천,7,4
경의선,검암,1,0
경인선,개봉,24772,24248
경인선,오류동,12639,11806
경인선,역곡,30997,30925
경인선,부천,33697,33518
경인선,송내,29830,29565
경인선,부평,29289,30813
경인선,백운,8212,7966
경인선,동암,16832,16742
경인선,주안,20869,19157
경인선,제물포,12224,11808
경인선,동인천,14845,13987
경인선,인천,3590,2756
경인선,구일,7744,7643
경인선,소사,9084,8600
경인선,부개,9922,9268
경인선,간석,6423,6043
경인선,도원,3429,3473
경인선,온수(성공회대입구),7376,6788
경인선,중동,10196,9537
경인선,도화,4539,4105
경춘선,신내,2573,2433
경춘선,갈매,3511,2979
경춘선,별내,3556,3390
경춘선,퇴계원,4118,3749
경춘선,사릉,2580,2497
경춘선,금곡,1682,1652
경춘선,평내호평,7170,6848
경춘선,천마산,1749,1628
경춘선,마석,4198,4052
경춘선,대성리,545,494
경춘선,청평,1838,1699
경춘선,상천,305,304
경춘선,가평,2272,2284
경춘선,굴봉산,143,119
경춘선,백양리,70,71
경춘선,강촌,601,553
경춘선,김유정,417,468
경춘선,남춘천,2949,3077
경춘선,춘천,1818,1654
공항철도 1호선,서울역,12155,10617
공항철도 1호선,공덕,3012,3968
공항철도 1호선,홍대입구,12731,12766
공항철도 1호선,디지털미디어시티,16450,15479
공항철도 1호선,마곡나루(서울식물원),13342,12748
공항철도 1호선,김포공항,10516,5991
공항철도 1호선,계양,14778,13807
공항철도 1호선,검암,7546,7673
공항철도 1호선,청라국제도시,8124,7579
공항철도 1호선,운서,9139,9526
공항철도 1호선,공항화물청사,2454,2583
공항철도 1호선,인천공항1터미널,12197,11732
공항철도 1호선,인천공항2터미널,6483,5609
공항철도 1호선,영종,4089,4189
과천선,선바위,9142,8059
과천선,경마공원,2027,1970
과천선,대공원,3646,3804
과천선,과천,7190,6478
과천선,정부과천청사,13029,13599
과천선,인덕원,27730,28614
과천선,평촌,20568,19772
과천선,범계,28855,28914
분당선,선릉,15481,23726
분당선,한티,16942,18120
분당선,도곡,8408,8460
분당선,구룡,3276,3077
분당선,개포동,5414,5606
분당선,대모산입구,7109,6646
분당선,수서,15837,16329
분당선,복정,1,0
분당선,수원,8579,7427
분당선,서울숲,14017,14438
분당선,압구정로데오,20235,21891
분당선,강남구청,11007,12662
분당선,선정릉,9115,9509
분당선,가천대,14348,15017
분당선,태평,14434,13856
분당선,모란,21072,21531
분당선,야탑,27689,29450
분당선,서현,25753,26387
분당선,수내,15970,16007
분당선,정자,20187,21173
분당선,미금,16298,17584
분당선,오리,12957,10871
분당선,이매,6483,6076
분당선,보정,3035,2735
분당선,죽전,16169,17454
분당선,구성,5505,5763
분당선,신갈,5424,5345
분당선,기흥,12207,11620
분당선,상갈,6187,5927
분당선,청명,5156,5098
분당선,영통,9734,9947
분당선,망포,17322,16700
분당선,매탄권선,6121,5876
분당선,수원시청,14336,15471
분당선,매교,5761,5657
서해선,김포공항,2883,3422
서해선,원종,4687,4820
서해선,부천종합운동장,2763,2200
수인선,고색,6105,5716
수인선,오목천,5611,4876
수인선,어천,1257,1189
수인선,야목,435,448
수인선,사리,5860,5001
수인선,달월,127,75
수인선,월곶,2992,2751
수인선,소래포구,5704,5316
수인선,인천논현,5947,6364
수인선,호구포,4548,4619
수인선,남동인더스파크,2424,2795
수인선,원인재,4808,4943
수인선,연수,4972,4935
수인선,송도,2820,2471
수인선,인하대,8314,7881
수인선,숭의,4606,4220
수인선,신포,1943,2008
수인선,인천,1031,1557
신림선,샛강,3332,3825
신림선,대방,2998,2388
신림선,서울지방병무청,3356,3589
신림선,보라매,4331,4077
신림선,보라매공원,2376,2585
신림선,보라매병원,8373,8846
신림선,당곡,5008,5004
신림선,신림,1851,2538
신림선,서원,3761,3301
신림선,서울대벤처타운,10139,9527
신림선,관악산(서울대),3138,3425
안산선,산본,17643,18847
안산선,대야미,5503,4891
안산선,반월,4721,4614
안산선,상록수,17408,17763
안산선,한대앞,11432,11635
안산선,중앙,19578,20676
안산선,고잔,10095,9462
안산선,초지,6079,6059
안산선,안산,12911,11636
일산선,정발산,7934,7804
일산선,주엽,10871,11003
일산선,대화,14957,11382
장항선,봉명,1451,1406
장항선,쌍용(나사렛대),3332,3182
장항선,아산,4381,3854
장항선,탕정,1652,1485
장항선,배방,1306,1202
장항선,온양온천,4655,4718
장항선,신창(순천향대),2925,2875
중앙선,회기,30901,29884
중앙선,중랑,5906,5828
중앙선,상봉(시외버스터미널),6390,6336
중앙선,망우,8399,8138
중앙선,양원,3515,3485
중앙선,구리,14636,14723
중앙선,도농,12900,11689
중앙선,양정,698,575
중앙선,덕소,5778,5797
중앙선,도심,2824,2214
중앙선,팔당,815,789
중앙선,운길산,696,634
중앙선,양수,1891,1947
중앙선,신원,206,168
중앙선,국수,773,782
중앙선,아신,638,667
중앙선,오빈,307,323
중앙선,양평,3076,3162
중앙선,원덕,349,346
중앙선,용문,2138,2104
중앙선,지평,57,73
5호선,우장산,16841,16626
6호선,역촌,4250,5192
분당선,복정,2,0
안산선,안산,12947,11731
안산선,초지,6156,6301
안산선,고잔,10135,9663
안산선,중앙,20509,21390
안산선,한대앞,11492,11586
우이신설선,신설동,2783,2496
우이신설선,보문,1799,1794
우이신설선,성신여대입구(돈암),3901,4387
우이신설선,정릉,5605,5118
우이신설선,북한산보국문,7451,7125
우이신설선,솔샘,6864,6592
우이신설선,삼양사거리,2861,2878
우이신설선,삼양,2337,2476
우이신설선,화계,4006,3819
우이신설선,가오리,4862,4901
우이신설선,4.19민주묘지,4621,4438
우이신설선,솔밭공원,2989,2801
우이신설선,북한산우이,3454,3165
안산선,수리산,4701,3854
안산선,오이도,8946,8927
안산선,정왕,11460,11749
1호선,서울역,57960,55261
1호선,시청,34282,35153
1호선,종각,45183,43778
1호선,종로3가,28657,25285
1호선,종로5가,27013,26728
1호선,동대문,12225,11740
1호선,신설동,15587,14921
1호선,제기동,18502,19012
1호선,청량리(서울시립대입구),23574,23086
1호선,동묘앞,9445,9675
2호선,시청,32334,31353
2호선,을지로입구,55082,56733
2호선,을지로3가,28908,28598
2호선,을지로4가,16218,15975
2호선,동대문역사문화공원(DDP),16165,18691
2호선,신당,16147,16735
2호선,상왕십리,16095,15897
2호선,왕십리(성동구청),17386,14922
2호선,한양대,15964,17925
2호선,뚝섬,26631,27842
2호선,성수,44464,48902
2호선,건대입구,37818,39563
2호선,구의(광진구청),26933,26519
2호선,강변(동서울터미널),32196,29756
2호선,잠실나루,18097,17677
2호선,잠실(송파구청),81482,82607
2호선,잠실새내,25897,25418
2호선,종합운동장,22060,26801
2호선,삼성(무역센터),66016,66918
2호선,선릉,65603,57625
2호선,역삼,60424,69048
2호선,강남,87468,84296
2호선,교대(법원.검찰청),35835,42640
2호선,서초,26159,25172
2호선,방배,21370,22041
2호선,사당,43067,47296
2호선,낙성대(강감찬),30507,30126
2호선,서울대입구(관악구청),51016,49441
2호선,봉천,26781,25144
2호선,신림,59227,56714
2호선,신대방,28200,27766
2호선,구로디지털단지,64640,64114
2호선,대림(구로구청),26708,27126
2호선,신도림,54033,52664
2호선,문래,25269,25745
2호선,영등포구청,24883,25392
2호선,당산,20858,24633
2호선,합정,33357,35577
2호선,홍대입구,65921,70186
2호선,신촌,41717,42273
2호선,이대,19799,22092
2호선,아현,12274,11325
2호선,충정로(경기대입구),11901,12622
2호선,용답,3389,3476
2호선,신답,1931,2213
2호선,신설동,3618,3612
2호선,도림천,1377,1516
2호선,양천구청,7714,8150
2호선,신정네거리,11434,11797
2호선,용두(동대문구청),2800,2852
3호선,지축,7973,7973
3호선,구파발,24307,23521
3호선,연신내,38022,36231
3호선,불광,18539,20032
3호선,녹번,18130,16705
3호선,홍제,20973,20242
3호선,무악재,4981,4963
3호선,독립문,8314,8660
3호선,경복궁(정부서울청사),32269,32570
