노선명,역명,승차총승객수,하차총승객수
9호선,노들,5185,4218
9호선,노량진,28523,27802
9호선,샛강,7439,7589
9호선,여의도,33993,32725
9호선,국회의사당,20110,20669
9호선,당산,21052,21622
9호선,선유도,10305,9745
9호선,신목동,4934,4331
9호선,염창,20220,19360
9호선,등촌,13581,13077
9호선,증미,9303,8851
9호선,가양,24692,24393
9호선,양천향교,11433,11603
9호선,마곡나루(서울식물원),14888,14632
9호선,신방화,7884,7740
9호선,공항시장,3170,3511
9호선,김포공항,7601,10139
9호선,개화,3239,2070
8호선,남위례,7963,7975
8호선,모란,4795,3600
8호선,수진,5819,5316
8호선,신흥,5448,5827
8호선,단대오거리,13450,13120
8호선,남한산성입구(성남법원.검찰청),16255,15067
8호선,산성,6356,6560
8호선,복정,10987,9296
8호선,장지,19133,17534
8호선,문정,24689,25838
8호선,가락시장,9185,10112
8호선,송파,10555,10359
8호선,석촌,8757,9836
8호선,잠실(송파구청),17584,20072
8호선,몽촌토성(평화의문),7273,7414
8호선,강동구청,12164,12585
8호선,천호(풍납토성),16313,18859
8호선,암사,20787,18430
7호선,온수(성공회대입구),12245,11279
7호선,천왕,13208,12675
7호선,광명사거리,21954,21672
7호선,철산,23573,24117
7호선,가산디지털단지,51539,51818
7호선,남구로,17138,17951
7호선,대림(구로구청),9111,9176
7호선,신풍,12358,11600
7호선,보라매,7552,7880
7호선,신대방삼거리,16736,16150
7호선,장승배기,10303,10191
7호선,상도,13914,13816
7호선,숭실대입구(살피재),17780,17926
7호선,남성,12951,12291
7호선,이수,17686,16983
7호선,내방,16921,17157
7호선,고속터미널,17608,15242
7호선,반포,6898,6679
7호선,논현,20190,20592
7호선,학동,27311,28142
7호선,강남구청,18750,20525
7호선,청담,22155,24247
7호선,뚝섬유원지,7999,7834
7호선,건대입구,15432,15708
7호선,어린이대공원(세종대),19241,19530
7호선,군자(능동),16821,13540
7호선,중곡,12307,11954
7호선,용마산(용마폭포공원),6469,6330
7호선,사가정,17875,18365
7호선,면목,17436,16980
7호선,상봉(시외버스터미널),18294,18067
7호선,중화,11949,11959
7호선,먹골,11333,11198
7호선,태릉입구,10310,9625
7호선,공릉(서울과학기술대),13900,13731
7호선,하계,20524,19536
7호선,중계,16947,15776
7호선,노원,21957,22361
7호선,마들,14858,14175
7호선,수락산,13639,13444
7호선,도봉산,10345,11892
7호선,장암,2941,1119
6호선,신내,1,0
6호선,봉화산(서울의료원),10224,9594
6호선,화랑대(서울여대입구),14661,11526
6호선,태릉입구,6523,7440
6호선,석계,14105,14681
6호선,돌곶이,11148,10315
6호선,상월곡(한국과학기술연구원),7655,7324
6호선,월곡(동덕여대),14532,14153
6호선,고려대(종암),10936,10699
6호선,안암(고대병원앞),16400,16489
6호선,보문,8749,8238
6호선,창신,4193,3567
6호선,동묘앞,8528,8757
6호선,신당,9788,10207
6호선,청구,4261,4328
6호선,약수,4386,4221
6호선,버티고개,2479,2469
6호선,한강진,8908,10508
6호선,이태원,11069,11353
6호선,녹사평(용산구청),5010,5004
6호선,삼각지,8465,7890
6호선,효창공원앞,8804,8310
6호선,대흥(서강대앞),11346,11706
6호선,광흥창(서강),10611,10356
6호선,상수,10441,11744
6호선,합정,14041,13702
6호선,망원,15131,15957
6호선,마포구청,16231,14922
6호선,월드컵경기장(성산),4246,4387
6호선,디지털미디어시티,16887,18667
6호선,증산(명지대앞),11081,11091
6호선,새절(신사),14591,13675
6호선,구산,8947,6878
6호선,독바위,3069,3349
6호선,불광,4911,4877
6호선,역촌,4202,5054
6호선,응암,19586,19431
5호선,하남검단산,6931,6504
5호선,하남시청(덕풍·신장),8706,8419
5호선,하남풍산,5003,5042
5호선,미사,18795,18987
5호선,강일,6280,5921
5호선,마천,8544,7910
5호선,거여,11672,11384
5호선,개롱,7288,7555
5호선,오금,4316,4345
5호선,방이,7995,8311
5호선,올림픽공원(한국체대),5251,4450
5호선,둔촌동,9422,9364
5호선,상일동,16385,15648
5호선,고덕,11785,11634
5호선,명일,9936,10026
5호선,굽은다리(강동구민회관앞),10428,10054
5호선,길동,8658,8997
5호선,강동,20104,19585
5호선,천호(풍납토성),20390,19988
5호선,광나루(장신대),16543,15617
5호선,아차산(어린이대공원후문),15604,15246
5호선,군자(능동),12911,14553
5호선,장한평,20814,20854
5호선,답십리,17944,16328
5호선,마장,6661,6407
5호선,왕십리(성동구청),4954,5529
5호선,행당,9262,8294
5호선,신금호,7237,7684
5호선,청구,4268,3977
5호선,동대문역사문화공원(DDP),3634,4108
5호선,을지로4가,7415,7371
2호선,역삼,60880,68467
2호선,강남,86646,83448
2호선,교대(법원.검찰청),35767,42362
2호선,서초,24809,24342
2호선,방배,21630,22284
2호선,사당,42521,46020
2호선,낙성대(강감찬),29385,29150
2호선,서울대입구(관악구청),50996,49591
신림선,보라매공원,2438,2601
1호선,동대문,11747,11293
2호선,봉천,26373,24868
2호선,신림,57802,55519
2호선,용답,3294,3462
6호선,공덕,21752,21148
2호선,신대방,27371,26713
2호선,구로디지털단지,63569,62764
2호선,대림(구로구청),26196,26978
2호선,신도림,52754,50987
2호선,문래,25238,25645
2호선,영등포구청,25142,25454
2호선,당산,19997,23696
2호선,합정,32837,34752
2호선,홍대입구,65936,68938
2호선,신촌,41119,42063
2호선,이대,19419,21252
2호선,아현,12224,11537
2호선,충정로(경기대입구),11558,12252
2호선,신답,1843,2082
2호선,신설동,3767,3673
2호선,도림천,1425,1578
2호선,양천구청,7662,8156
2호선,신정네거리,11546,11909
2호선,용두(동대문구청),2795,2829
3호선,지축,7895,7783
3호선,구파발,23946,23203
3호선,연신내,37450,35625
3호선,불광,17994,19237
3호선,녹번,17817,16192
3호선,홍제,20593,19675
3호선,무악재,4889,4848
3호선,독립문,8095,8357
3호선,경복궁(정부서울청사),25660,25538
3호선,안국,27637,28438
3호선,종로3가,11753,13219
3호선,을지로3가,13332,13271
3호선,신사,30743,31856
3호선,충무로,6,0
3호선,동대입구,12744,13995
3호선,약수,14109,13705
3호선,금호,8922,8367
3호선,옥수,9620,9848
3호선,압구정,35095,37705
1호선,서울역,56667,53456
1호선,시청,30030,29584
1호선,종각,43805,43173
1호선,종로3가,26314,23887
1호선,종로5가,26972,26539
1호선,신설동,14958,14588
1호선,제기동,17966,18253
1호선,청량리(서울시립대입구),23645,22964
1호선,동묘앞,8730,8953
2호선,시청,30483,28762
2호선,을지로입구,53389,55899
2호선,을지로3가,27581,27322
2호선,을지로4가,15819,15813
2호선,동대문역사문화공원(DDP),14740,16787
2호선,신당,15724,16334
2호선,상왕십리,15949,15849
2호선,왕십리(성동구청),16991,14507
2호선,한양대,15704,17304
2호선,뚝섬,25442,27040
2호선,성수,43000,46751
2호선,건대입구,36948,38403
2호선,구의(광진구청),27447,26868
2호선,강변(동서울터미널),30899,28648
2호선,잠실나루,18040,17643
2호선,잠실(송파구청),84065,84724
2호선,잠실새내,25589,25180
2호선,종합운동장,11072,13231
2호선,삼성(무역센터),63450,63997
2호선,선릉,67376,59023
3호선,잠원,5762,5526
3호선,고속터미널,45370,43030
3호선,교대(법원.검찰청),19254,11866
3호선,남부터미널(예술의전당),31587,31957
3호선,양재(서초구청),42738,46275
3호선,매봉,14768,14076
3호선,도곡,5669,5676
3호선,대치,12828,13172
3호선,학여울,2156,2167
3호선,대청,12100,11368
3호선,일원,13394,12874
3호선,수서,19927,20271
3호선,가락시장,10592,10236
3호선,경찰병원,8506,8504
3호선,오금,7395,6766
4호선,당고개,10320,9150
4호선,상계,21648,20205
4호선,노원,20972,24136
4호선,창동,28087,30248
4호선,쌍문,31764,29994
4호선,수유(강북구청),37224,37262
4호선,미아(서울사이버대학),17102,16970
4호선,미아사거리,29172,28683
4호선,길음,25062,25272
4호선,성신여대입구(돈암),23906,23077
4호선,한성대입구(삼선교),16203,15611
4호선,혜화,38564,38198
4호선,동대문,21939,22475
4호선,동대문역사문화공원(DDP),18628,16479
4호선,충무로,35860,35991
4호선,명동,34826,36673
4호선,회현(남대문시장),30609,31632
4호선,서울역,14119,21691
5호선,송정,7128,6644
5호선,김포공항,9910,7749
5호선,개화산,6694,6346
5호선,방화,7622,7401
4호선,남태령,1400,1232
4호선,사당,28451,25102
4호선,총신대입구(이수),20663,22554
4호선,동작(현충원),1231,1444
4호선,이촌(국립중앙박물관),9195,10051
4호선,신용산,20320,21491
4호선,삼각지,6503,7209
5호선,종로3가,14230,13672
5호선,광화문(세종문화회관),36771,38458
5호선,서대문,23987,24405
5호선,충정로(경기대입구),5389,5606
5호선,애오개,7701,7625
5호선,공덕,16631,17377
5호선,마포,17051,17330
5호선,여의나루,12073,13964
5호선,여의도,33956,35083
5호선,신길,5156,5446
중앙선,지평,68,66
4호선,숙대입구(갈월),17282,16672
중앙선,용문,1809,1741
중앙선,원덕,363,334
중앙선,양평,3896,3959
중앙선,오빈,305,335
중앙선,아신,659,723
중앙선,국수,755,742
중앙선,신원,199,170
중앙선,양수,1816,1815
중앙선,운길산,573,538
중앙선,팔당,770,736
중앙선,도심,2707,2166
중앙선,덕소,5890,5755
중앙선,양정,601,498
중앙선,도농,12743,11824
중앙선,구리,14477,14670
중앙선,양원,3532,3482
중앙선,망우,8253,8035
중앙선,상봉(시외버스터미널),6290,6184
중앙선,중랑,5914,5780
중앙선,회기,30300,29508
장항선,신창(순천향대),2747,2644
장항선,온양온천,4626,4688
장항선,배방,1223,1205
장항선,탕정,1588,1417
장항선,아산,4316,3812
장항선,쌍용(나사렛대),3270,3052
장항선,봉명,1460,1429
일산선,대화,14977,11318
일산선,주엽,10797,10943
경춘선,사릉,2444,2429
2호선,한양대,15197,16525
2호선,뚝섬,25315,27010
2호선,성수,43949,47263
2호선,건대입구,36644,38871
2호선,구의(광진구청),27242,26530
2호선,강변(동서울터미널),31306,28977
2호선,잠실나루,17485,16967
2호선,잠실(송파구청),83843,84014
2호선,잠실새내,25518,25060
2호선,종합운동장,10635,11889
2호선,삼성(무역센터),65159,65926
2호선,선릉,65457,57815
2호선,역삼,60906,67929
2호선,강남,85706,82167
2호선,교대(법원.검찰청),35308,41750
2호선,서초,26240,25758
2호선,방배,21287,22052
2호선,사당,42862,46026
2호선,낙성대(강감찬),30024,29313
2호선,서울대입구(관악구청),50645,49168
2호선,봉천,26347,24661
2호선,신림,58278,56049
2호선,신대방,27126,26797
2호선,구로디지털단지,64113,63332
2호선,대림(구로구청),25802,26520
2호선,신도림,54535,52666
2호선,문래,24963,25223
2호선,영등포구청,24557,25005
2호선,당산,20031,23526
2호선,합정,32987,34983
2호선,홍대입구,66340,69733
2호선,신촌,41330,42158
2호선,이대,19206,21364
2호선,아현,11996,11401
2호선,충정로(경기대입구),11809,12597
2호선,용답,3278,3369
2호선,신답,1854,2084
2호선,신설동,3788,3701
2호선,도림천,1410,1563
2호선,양천구청,7625,8287
2호선,신정네거리,11441,12098
2호선,용두(동대문구청),2679,2727
3호선,지축,7809,7782
3호선,구파발,23445,22705
3호선,연신내,37444,35830
3호선,불광,17751,18910
3호선,녹번,17642,16268
3호선,홍제,20245,19572
3호선,무악재,4917,4875
3호선,독립문,8210,8511
3호선,경복궁(정부서울청사),28860,29176
3호선,안국,28519,28928
3호선,종로3가,11727,13174
3호선,을지로3가,13486,13314
3호선,충무로,3,0
3호선,동대입구,13268,14863
3호선,약수,14064,13821
3호선,금호,8800,8328
3호선,옥수,9593,9881
3호선,압구정,33750,36694
3호선,신사,30498,31621
3호선,잠원,5737,5461
3호선,고속터미널,44719,41728
3호선,교대(법원.검찰청),18953,11651
3호선,남부터미널(예술의전당),31088,31618
3호선,양재(서초구청),42423,46018
3호선,매봉,14910,14256
3호선,도곡,5517,5632
3호선,대치,12826,12923
3호선,학여울,2293,2326
3호선,대청,12244,11493
3호선,일원,13021,12590
3호선,수서,19952,20272
3호선,가락시장,10279,10141
3호선,경찰병원,8681,8704
3호선,오금,7566,6575
4호선,당고개,10442,9064
4호선,상계,21612,20349
4호선,노원,21243,24845
4호선,창동,28927,30459
4호선,쌍문,32140,30199
4호선,수유(강북구청),37291,37840
4호선,미아(서울사이버대학),17235,16837
4호선,미아사거리,28941,28986
4호선,성신여대입구(돈암),24485,23505
4호선,한성대입구(삼선교),15909,15349
4호선,혜화,41423,40897
4호선,동대문,21688,22301
4호선,동대문역사문화공원(DDP),19214,17240
4호선,충무로,35998,36099
4호선,명동,34950,36898
4호선,회현(남대문시장),30265,31479
4호선,서울역,14481,22010
4호선,숙대입구(갈월),17169,16656
4호선,삼각지,6681,7394
4호선,신용산,20878,21877
4호선,이촌(국립중앙박물관),9268,10256
4호선,동작(현충원),1319,1412
4호선,총신대입구(이수),20668,22725
4호선,사당,28538,25054
4호선,남태령,1481,1317
5호선,방화,7673,7359
5호선,개화산,6718,6433
5호선,김포공항,9922,8004
5호선,송정,6932,6457
5호선,마곡,13696,13657
5호선,발산,25629,25583
5호선,우장산,16288,16467
5호선,화곡,31749,29918
5호선,까치산,31084,30075
5호선,신정(은행정),15126,12658
5호선,목동,18487,20069
5호선,오목교(목동운동장앞),23546,25258
5호선,양평,8723,8647
5호선,영등포구청,5284,5237
5호선,영등포시장,11781,12124
5호선,신길,5105,5515
5호선,여의도,34301,35246
5호선,여의나루,11853,13834
5호선,마포,17204,17535
5호선,공덕,17230,17927
5호선,애오개,7720,7732
5호선,충정로(경기대입구),5433,5687
5호선,서대문,24634,24701
5호선,광화문(세종문화회관),38441,40091
5호선,종로3가,14662,14096
5호선,을지로4가,7156,7278
5호선,동대문역사문화공원(DDP),3624,4159
5호선,청구,4446,4067
5호선,신금호,7276,7721
5호선,행당,9247,8436
5호선,왕십리(성동구청),5044,5789
5호선,마장,6687,6398
5호선,답십리,17942,16291
5호선,장한평,21749,21848
5호선,군자(능동),12976,14287
5호선,아차산(어린이대공원후문),15499,15183
5호선,광나루(장신대),16439,15383
5호선,천호(풍납토성),19973,19694
5호선,강동,20344,19827
5호선,길동,8867,9271
5호선,굽은다리(강동구민회관앞),10852,10663
5호선,명일,10087,10581
5호선,고덕,11792,11701
5호선,상일동,16578,15843
5호선,둔촌동,9523,9518
5호선,올림픽공원(한국체대),5220,4468
5호선,방이,8267,8631
5호선,오금,4339,4327
5호선,개롱,7561,7809
5호선,거여,11854,11519
5호선,마천,8662,7930
5호선,강일,6434,6048
5호선,미사,19081,19416
5호선,하남풍산,5074,5031
5호선,하남시청(덕풍·신장),8979,8665
5호선,하남검단산,7278,6856
6호선,응암,19441,19205
6호선,역촌,4248,5010
6호선,불광,5102,4901
6호선,독바위,3016,3248
6호선,구산,8912,6756
6호선,새절(신사),14471,13706
6호선,증산(명지대앞),10952,11145
6호선,디지털미디어시티,16849,18609
6호선,월드컵경기장(성산),4414,4501
6호선,마포구청,16352,15031
6호선,망원,15344,16296
6호선,합정,14194,13896
6호선,상수,10764,12031
6호선,광흥창(서강),10676,10522
6호선,대흥(서강대앞),10920,11348
6호선,공덕,21426,20830
6호선,효창공원앞,8805,8291
6호선,삼각지,8419,7665
6호선,녹사평(용산구청),5110,5123
6호선,이태원,11346,11613
6호선,한강진,9250,10756
6호선,버티고개,2434,2431
6호선,약수,4540,4153
6호선,청구,4252,4361
6호선,신당,10243,10474
6호선,동묘앞,8280,8729
6호선,창신,4119,3572
6호선,보문,8822,8334
6호선,안암(고대병원앞),16521,16576
6호선,고려대(종암),10782,10501
6호선,월곡(동덕여대),14442,14008
6호선,상월곡(한국과학기술연구원),7640,7247
6호선,돌곶이,11242,10284
6호선,석계,14081,14532
6호선,태릉입구,6211,7231
6호선,화랑대(서울여대입구),14535,11274
6호선,봉화산(서울의료원),10203,9478
7호선,장암,2840,1157
7호선,도봉산,10294,11926
7호선,수락산,13464,13310
7호선,마들,14792,13799
7호선,노원,22163,22583
7호선,중계,17306,16191
7호선,하계,20955,19988
7호선,공릉(서울과학기술대),13541,13532
7호선,태릉입구,10323,9818
7호선,먹골,11244,11229
7호선,중화,11960,11760
7호선,상봉(시외버스터미널),18355,17649
7호선,면목,17432,17244
7호선,사가정,17925,17920
7호선,용마산(용마폭포공원),6436,6370
7호선,중곡,12723,11786
7호선,군자(능동),16662,13350
7호선,어린이대공원(세종대),19396,20224
7호선,건대입구,15190,15409
7호선,뚝섬유원지,7867,7818
7호선,청담,21497,24099
7호선,강남구청,18879,20423
7호선,학동,27676,29106
7호선,논현,19936,20573
7호선,반포,6979,6667
7호선,고속터미널,17090,15154
7호선,내방,16797,17085
7호선,이수,17849,17189
7호선,남성,12804,12159
7호선,숭실대입구(살피재),17540,17581
7호선,상도,14070,13789
7호선,장승배기,10204,10044
7호선,신대방삼거리,16864,15998
7호선,보라매,7580,7785
7호선,신풍,12461,11806
7호선,대림(구로구청),9147,9267
7호선,남구로,16944,17835
7호선,가산디지털단지,51369,51429
7호선,철산,23771,24000
7호선,광명사거리,22162,21793
7호선,천왕,13235,12614
7호선,온수(성공회대입구),11948,11074
8호선,암사,20967,18579
8호선,천호(풍납토성),16542,18865
8호선,강동구청,12301,12742
8호선,몽촌토성(평화의문),7579,7632
8호선,잠실(송파구청),18330,21328
8호선,석촌,8953,10176
8호선,송파,10904,10830
8호선,가락시장,9089,9878
8호선,문정,25125,25912
8호선,장지,19755,18151
8호선,복정,10833,9185
8호선,산성,6538,6452
8호선,남한산성입구(성남법원.검찰청),16039,14956
8호선,단대오거리,13727,13323
8호선,신흥,5651,6085
8호선,수진,6301,5940
8호선,모란,6363,4838
8호선,남위례,7902,7939
9호선,개화,3220,2037
9호선,김포공항,7573,10812
9호선,공항시장,3149,3475
9호선,신방화,7907,7760
9호선,마곡나루(서울식물원),15346,14777
9호선,양천향교,11537,11744
9호선,가양,24569,24085
9호선,증미,9273,8946
9호선,등촌,13511,13140
9호선,염창,19946,19111
9호선,신목동,5024,4513
9호선,선유도,10440,9847
9호선,당산,21496,21476
9호선,국회의사당,20152,20459
9호선,여의도,34244,32910
9호선,샛강,7900,7891
9호선,노량진,28619,27484
9호선,노들,5097,4276
9호선,흑석(중앙대입구),11287,11623
9호선,동작(현충원),1828,1484
9호선,구반포,1175,1223
9호선,신반포,4418,4336
9호선,고속터미널,14172,18807
9호선,사평,4549,4432
9호선,신논현,32331,31688
9호선2~3단계,언주,13060,13382
9호선2~3단계,선정릉,11348,12288
9호선2~3단계,삼성중앙,8951,9313
9호선2~3단계,봉은사,24451,25191
9호선2~3단계,종합운동장,5485,5452
9호선2~3단계,삼전,8441,8208
9호선2~3단계,석촌고분,7888,7823
9호선2~3단계,석촌,9931,8911
9호선2~3단계,송파나루,5894,6233
9호선2~3단계,한성백제,3415,3081
9호선2~3단계,올림픽공원(한국체대),7072,7063
9호선2~3단계,둔촌오륜,1396,1349
9호선2~3단계,중앙보훈병원,13861,11939
경강선,판교,6512,6502
경강선,이매,1299,1156
경강선,삼동,2804,2634
경강선,경기광주,8907,8205
경강선,초월,3943,3708
경강선,곤지암,2521,2390
경강선,신둔도예촌,1718,1517
경강선,이천,2763,2980
경강선,부발,2472,2294
경강선,세종대왕릉,320,319
경강선,여주,2959,2917
경부선,서울역,7945,2546
경부선,남영,10959,11769
경부선,용산,39178,39175
경부선,노량진,9054,9866
경부선,대방,11904,13110
경부선,영등포,41754,42921
경부선,신도림,4158,4353
경부선,신길,9713,8279
경부선,구로,19579,19963
경부선,가산디지털단지,19350,22185
경부선,금천구청,12424,12520
경부선,석수,10023,9166
경부선,관악,8155,7816
경부선,안양,27879,27967
경부선,명학,10887,10699
경부선,금정,31030,31468
경부선,군포,8179,8015
경부선,의왕,10272,10132
경부선,성균관대,17375,17021
경부선,화서,9859,9363
경부선,수원,37736,39734
경부선,독산,20211,20951
경부선,세류,3622,3291
경부선,병점,17709,17850
경부선,세마,3522,3373
경부선,오산대,4296,3924
경부선,오산,10556,10722
경부선,진위,2013,1846
경부선,송탄,4378,4421
경부선,서정리,9210,8436
경부선,평택지제,4594,4399
경부선,평택,13388,13442
경부선,성환,6949,6691
경부선,직산,943,917
경부선,두정,8460,9231
경부선,천안,7616,6503
경부선,당정,7289,6990
경부선,서동탄,1623,1373
경부선,광명,3787,3225
경원선,이촌(국립중앙박물관),4401,3536
경원선,서빙고,2354,2204
경원선,한남,4532,4294
경원선,옥수,61,51
경원선,응봉,2143,1811
경원선,왕십리(성동구청),18102,18304
경원선,청량리(서울시립대입구),16775,17727
경원선,외대앞,11266,11239
경원선,신이문,9143,8539
경원선,석계,8180,9168
경원선,광운대,10038,9519
경원선,월계,8470,7963
경원선,녹천,5068,4231
경원선,방학,10874,10684
경원선,도봉,6296,6063
경원선,도봉산,7479,4651
경원선,망월사,9981,10063
경원선,회룡,13946,13700
경원선,의정부,19348,19636
경원선,가능,6953,6878
경원선,녹양,4852,4519
경원선,양주,7918,7568
경원선,덕계,5404,4844
경원선,덕정,6801,6480
경원선,지행,6803,6906
경원선,동두천중앙,3156,3042
경원선,보산,1478,1316
경원선,동두천,2566,2793
경원선,소요산,2000,1868
경의선,서울역,5304,6703
경의선,신촌,1185,1525
경의선,효창공원앞,3838,4175
경의선,공덕,4595,3730
경의선,서강대,2524,2587
경의선,홍대입구,1964,2421
경의선,가좌,6770,6414
경의선,디지털미디어시티,3024,2854
경의선,수색,3843,3969
경의선,화전,3856,3573
경의선,강매,3773,3200
경의선,행신,8982,9121
경의선,능곡,5322,4935
경의선,곡산,712,706
경의선,백마,8237,7987
경의선,풍산,6518,6140
경의선,일산,11705,11450
경의선,탄현,8862,8381
경의선,야당,9367,9415
경의선,운정,8114,7571
경의선,금릉,5784,5656
경의선,금촌,6856,6545
경의선,월롱,2712,2301
경의선,파주,1607,1264
경의선,문산,5650,5470
경의선,임진강,2,20
경의선,운천,9,5
경의선,계양,1,0
경인선,개봉,23737,23745
경인선,오류동,12774,12100
경인선,역곡,30432,30345
경인선,부천,33534,33456
경인선,송내,29242,29064
경인선,부평,29150,30491
경인선,백운,8170,7894
경인선,동암,16731,16939
경인선,주안,20975,19128
경인선,제물포,12041,11489
경인선,동인천,15521,14930
경인선,인천,3468,2542
경인선,구일,7694,7562
경인선,소사,8554,8226
경인선,부개,9572,8972
경인선,간석,6571,6124
경인선,도원,3619,3620
경인선,온수(성공회대입구),7209,6931
경인선,중동,10116,9508
경인선,도화,4462,4139
경춘선,신내,2569,2384
경춘선,갈매,3402,2946
경춘선,별내,3479,3386
경춘선,퇴계원,3865,3527
2호선,왕십리(성동구청),17424,14949
경춘선,금곡,1626,1591
경춘선,평내호평,6823,6822
경춘선,천마산,1694,1537
경춘선,마석,4144,3934
경춘선,대성리,478,465
경춘선,청평,1599,1567
경춘선,상천,237,224
경춘선,가평,1621,1596
경춘선,굴봉산,94,87
경춘선,백양리,68,58
경춘선,강촌,427,399
경춘선,김유정,245,255
경춘선,남춘천,2470,2519
경춘선,춘천,1481,1306
공항철도 1호선,서울역,11896,10526
공항철도 1호선,공덕,2995,3990
공항철도 1호선,홍대입구,12866,13055
공항철도 1호선,디지털미디어시티,16502,15404
공항철도 1호선,마곡나루(서울식물원),12163,11535
공항철도 1호선,김포공항,10480,5949
공항철도 1호선,계양,14656,13801
공항철도 1호선,검암,7047,7249
공항철도 1호선,청라국제도시,7991,7617
공항철도 1호선,운서,9239,9461
공항철도 1호선,공항화물청사,2416,2504
공항철도 1호선,인천공항1터미널,12474,12076
공항철도 1호선,인천공항2터미널,6201,5640
공항철도 1호선,영종,4049,4027
과천선,선바위,8828,7823
과천선,경마공원,1714,1759
과천선,대공원,2826,2957
과천선,과천,7180,6765
과천선,정부과천청사,12846,13484
과천선,인덕원,27838,28718
과천선,평촌,20602,20037
과천선,범계,29270,29438
분당선,선릉,15750,23758
분당선,한티,17057,18367
분당선,도곡,8251,8326
분당선,구룡,3436,3374
분당선,개포동,5575,5714
분당선,대모산입구,7203,6685
분당선,수서,16033,16731
분당선,수원,8778,7800
분당선,서울숲,12971,13390
분당선,압구정로데오,20330,20375
분당선,강남구청,11113,12816
분당선,선정릉,9134,9448
분당선,가천대,13274,13966
분당선,태평,14661,14094
분당선,모란,26249,26883
분당선,야탑,29086,30497
분당선,서현,26423,26983
분당선,수내,15923,16002
분당선,정자,20842,21829
분당선,미금,17003,17936
분당선,오리,13041,10975
분당선,이매,6861,6405
분당선,보정,3023,2652
분당선,죽전,16262,17549
분당선,구성,5579,5949
분당선,신갈,5444,5296
분당선,기흥,12570,11983
분당선,상갈,6084,5858
분당선,청명,5178,5134
분당선,영통,10025,10024
분당선,망포,17512,16928
분당선,매탄권선,6104,5999
분당선,수원시청,14784,15763
분당선,매교,5715,5656
서해선,김포공항,2943,3674
서해선,원종,4672,4845
서해선,부천종합운동장,2793,2246
수인선,고색,6258,5901
수인선,오목천,5467,4789
수인선,어천,1281,1251
수인선,야목,407,319
수인선,사리,5754,5026
수인선,달월,115,75
수인선,월곶,3239,2865
수인선,소래포구,5434,5147
수인선,인천논현,5897,6300
수인선,호구포,4472,4633
수인선,남동인더스파크,2506,2748
수인선,원인재,4824,4958
수인선,연수,5144,5051
수인선,송도,2759,2459
수인선,인하대,8098,7600
수인선,숭의,4456,4285
수인선,신포,1998,2018
수인선,인천,1009,1565
신림선,샛강,3305,3766
신림선,대방,3027,2457
신림선,서울지방병무청,3304,3548
신림선,보라매,4455,4076
신림선,보라매공원,2312,2556
신림선,보라매병원,8525,8703
신림선,당곡,5120,5035
신림선,신림,1896,2609
신림선,서원,3751,3420
신림선,서울대벤처타운,10086,9555
신림선,관악산(서울대),2868,3018
안산선,산본,17665,18739
안산선,대야미,5281,4767
안산선,반월,4634,4561
안산선,상록수,17397,17742
안산선,한대앞,10864,10945
안산선,중앙,19890,20733
안산선,고잔,9686,9144
안산선,초지,5758,6011
안산선,안산,12225,11143
안산선,신길온천,2061,1928
안산선,정왕,10937,11306
안산선,오이도,8669,8484
안산선,수리산,4487,3761
우이신설선,북한산우이,2834,2436
우이신설선,솔밭공원,2805,2630
우이신설선,4.19민주묘지,4346,4273
우이신설선,가오리,4715,4767
우이신설선,화계,3866,3749
우이신설선,삼양,2264,2375
우이신설선,삼양사거리,2772,2830
우이신설선,솔샘,6946,6579
우이신설선,북한산보국문,7225,6990
우이신설선,정릉,5381,5102
우이신설선,성신여대입구(돈암),3801,4279
우이신설선,보문,1774,1881
우이신설선,신설동,2619,2481
일산선,원흥,12719,12104
일산선,삼송,21254,20288
일산선,원당,12110,11514
일산선,화정,18873,19545
일산선,대곡,3159,2266
일산선,백석,10794,10960
중앙선,상봉(시외버스터미널),6007,5869
중앙선,중랑,5798,5703
중앙선,회기,29883,29036
장항선,신창(순천향대),2452,2433
장항선,온양온천,5545,5618
장항선,배방,1213,1160
장항선,탕정,1536,1369
장항선,아산,4175,3729
장항선,쌍용(나사렛대),3265,3076
장항선,봉명,1467,1461
일산선,대화,14534,11123
일산선,주엽,10334,10606
일산선,정발산,7517,7655
일산선,마두,8461,8704
중앙선,지평,65,65
중앙선,용문,1632,1600
중앙선,원덕,329,301
중앙선,양평,3058,3129
중앙선,오빈,325,324
중앙선,아신,656,627
중앙선,국수,732,730
중앙선,신원,199,149
중앙선,양수,1914,1914
중앙선,운길산,520,523
중앙선,팔당,791,801
중앙선,도심,2663,2123
중앙선,덕소,5778,5679
중앙선,양정,625,532
중앙선,도농,12695,11583
중앙선,구리,14205,14580
중앙선,양원,3450,3354
중앙선,망우,8090,7979
4호선,길음,24980,25320
1호선,서울역,56412,52727
1호선,시청,30972,30647
1호선,종각,44638,43430
1호선,종로3가,25606,23562
1호선,종로5가,26347,25434
1호선,동대문,11767,11315
1호선,신설동,15303,14803
1호선,제기동,17556,17806
1호선,청량리(서울시립대입구),23118,22570
1호선,동묘앞,8559,8703
2호선,시청,31119,29497
2호선,을지로입구,54298,55880
2호선,을지로3가,28316,28133
2호선,을지로4가,15360,15058
2호선,동대문역사문화공원(DDP),14674,16517
2호선,신당,15793,16675
